Year,Month,SSTA,month,year
1961,2,0.08,0.125,1961.125
1961,3,0.17,0.208333333,1961.208333
1961,4,0.18,0.291666667,1961.291667
1961,5,0.12,0.375,1961.375
1961,6,-0.02,0.458333333,1961.458333
1961,7,-0.06,0.541666667,1961.541667
1961,8,0.04,0.625,1961.625
1961,9,-0.03,0.708333333,1961.708333
1961,10,0,0.791666667,1961.791667
1961,11,0.15,0.875,1961.875
1961,12,0.26,0.958333333,1961.958333
1962,1,0.14,0.041666667,1962.041667
1962,2,0.17,0.125,1962.125
1962,3,0.13,0.208333333,1962.208333
1962,4,0.04,0.291666667,1962.291667
1962,5,-0.07,0.375,1962.375
1962,6,-0.17,0.458333333,1962.458333
1962,7,-0.12,0.541666667,1962.541667
1962,8,-0.19,0.625,1962.625
1962,9,-0.1,0.708333333,1962.708333
1962,10,0.08,0.791666667,1962.791667
1962,11,0.11,0.875,1962.875
1962,12,0.22,0.958333333,1962.958333
1963,1,0.18,0.041666667,1963.041667
1963,2,0.07,0.125,1963.125
1963,3,0.01,0.208333333,1963.208333
1963,4,0.01,0.291666667,1963.291667
1963,5,-0.17,0.375,1963.375
1963,6,-0.14,0.458333333,1963.458333
1963,7,-0.17,0.541666667,1963.541667
1963,8,-0.14,0.625,1963.625
1963,9,-0.22,0.708333333,1963.708333
1963,10,-0.04,0.791666667,1963.791667
1963,11,0.02,0.875,1963.875
1963,12,-0.03,0.958333333,1963.958333
1964,1,-0.14,0.041666667,1964.041667
1964,2,-0.05,0.125,1964.125
1964,3,-0.08,0.208333333,1964.208333
1964,4,-0.28,0.291666667,1964.291667
1964,5,-0.03,0.375,1964.375
1964,6,-0.08,0.458333333,1964.458333
1964,7,-0.19,0.541666667,1964.541667
1964,8,-0.35,0.625,1964.625
1964,9,-0.35,0.708333333,1964.708333
1964,10,-0.3,0.791666667,1964.791667
1964,11,-0.21,0.875,1964.875
1964,12,-0.18,0.958333333,1964.958333
1965,1,-0.25,0.041666667,1965.041667
1965,2,-0.23,0.125,1965.125
1965,3,-0.16,0.208333333,1965.208333
1965,4,-0.12,0.291666667,1965.291667
1965,5,-0.18,0.375,1965.375
1965,6,-0.29,0.458333333,1965.458333
1965,7,-0.36,0.541666667,1965.541667
1965,8,-0.32,0.625,1965.625
1965,9,-0.34,0.708333333,1965.708333
1965,10,-0.26,0.791666667,1965.791667
1965,11,-0.28,0.875,1965.875
1965,12,-0.09,0.958333333,1965.958333
1966,1,-0.16,0.041666667,1966.041667
1966,2,-0.05,0.125,1966.125
1966,3,-0.04,0.208333333,1966.208333
1966,4,0.02,0.291666667,1966.291667
1966,5,-0.09,0.375,1966.375
1966,6,-0.15,0.458333333,1966.458333
1966,7,-0.11,0.541666667,1966.541667
1966,8,-0.16,0.625,1966.625
1966,9,-0.11,0.708333333,1966.708333
1966,10,-0.05,0.791666667,1966.791667
1966,11,-0.03,0.875,1966.875
1966,12,0.07,0.958333333,1966.958333
1967,1,0.01,0.041666667,1967.041667
1967,2,-0.01,0.125,1967.125
1967,3,-0.06,0.208333333,1967.208333
1967,4,-0.03,0.291666667,1967.291667
1967,5,-0.3,0.375,1967.375
1967,6,-0.36,0.458333333,1967.458333
1967,7,-0.27,0.541666667,1967.541667
1967,8,-0.21,0.625,1967.625
1967,9,-0.21,0.708333333,1967.708333
1967,10,-0.17,0.791666667,1967.791667
1967,11,-0.21,0.875,1967.875
1967,12,-0.14,0.958333333,1967.958333
1968,1,-0.25,0.041666667,1968.041667
1968,2,-0.21,0.125,1968.125
1968,3,-0.28,0.208333333,1968.208333
1968,4,-0.18,0.291666667,1968.291667
1968,5,-0.27,0.375,1968.375
1968,6,-0.39,0.458333333,1968.458333
1968,7,-0.4,0.541666667,1968.541667
1968,8,-0.3,0.625,1968.625
1968,9,-0.21,0.708333333,1968.708333
1968,10,-0.03,0.791666667,1968.791667
1968,11,-0.09,0.875,1968.875
1968,12,-0.11,0.958333333,1968.958333
1969,1,-0.07,0.041666667,1969.041667
1969,2,0.09,0.125,1969.125
1969,3,0.14,0.208333333,1969.208333
1969,4,0.13,0.291666667,1969.291667
1969,5,-0.03,0.375,1969.375
1969,6,-0.11,0.458333333,1969.458333
1969,7,-0.04,0.541666667,1969.541667
1969,8,-0.12,0.625,1969.625
1969,9,-0.1,0.708333333,1969.708333
1969,10,-0.14,0.791666667,1969.791667
1969,11,-0.09,0.875,1969.875
1969,12,0,0.958333333,1969.958333
1970,1,-0.07,0.041666667,1970.041667
1970,2,-0.09,0.125,1970.125
1970,3,-0.02,0.208333333,1970.208333
1970,4,-0.01,0.291666667,1970.291667
1970,5,-0.08,0.375,1970.375
1970,6,-0.2,0.458333333,1970.458333
1970,7,-0.32,0.541666667,1970.541667
1970,8,-0.21,0.625,1970.625
1970,9,-0.18,0.708333333,1970.708333
1970,10,-0.13,0.791666667,1970.791667
1970,11,-0.16,0.875,1970.875
1970,12,-0.15,0.958333333,1970.958333
1971,1,-0.19,0.041666667,1971.041667
1971,2,-0.25,0.125,1971.125
1971,3,-0.32,0.208333333,1971.208333
1971,4,-0.41,0.291666667,1971.291667
1971,5,-0.36,0.375,1971.375
1971,6,-0.38,0.458333333,1971.458333
1971,7,-0.37,0.541666667,1971.541667
1971,8,-0.47,0.625,1971.625
1971,9,-0.35,0.708333333,1971.708333
1971,10,-0.14,0.791666667,1971.791667
1971,11,-0.12,0.875,1971.875
1971,12,-0.25,0.958333333,1971.958333
1972,1,-0.25,0.041666667,1972.041667
1972,2,-0.3,0.125,1972.125
1972,3,-0.39,0.208333333,1972.208333
1972,4,-0.3,0.291666667,1972.291667
1972,5,-0.51,0.375,1972.375
1972,6,-0.5,0.458333333,1972.458333
1972,7,-0.41,0.541666667,1972.541667
1972,8,-0.49,0.625,1972.625
1972,9,-0.38,0.708333333,1972.708333
1972,10,-0.28,0.791666667,1972.791667
1972,11,-0.24,0.875,1972.875
1972,12,-0.26,0.958333333,1972.958333
1973,1,-0.28,0.041666667,1973.041667
1973,2,-0.21,0.125,1973.125
1973,3,-0.16,0.208333333,1973.208333
1973,4,-0.14,0.291666667,1973.291667
1973,5,-0.13,0.375,1973.375
1973,6,-0.07,0.458333333,1973.458333
1973,7,-0.04,0.541666667,1973.541667
1973,8,-0.14,0.625,1973.625
1973,9,-0.09,0.708333333,1973.708333
1973,10,-0.13,0.791666667,1973.791667
1973,11,-0.15,0.875,1973.875
1973,12,-0.16,0.958333333,1973.958333
1974,1,-0.14,0.041666667,1974.041667
1974,2,-0.2,0.125,1974.125
1974,3,-0.36,0.208333333,1974.208333
1974,4,-0.55,0.291666667,1974.291667
1974,5,-0.59,0.375,1974.375
1974,6,-0.56,0.458333333,1974.458333
1974,7,-0.59,0.541666667,1974.541667
1974,8,-0.56,0.625,1974.625
1974,9,-0.57,0.708333333,1974.708333
1974,10,-0.51,0.791666667,1974.791667
1974,11,-0.37,0.875,1974.875
1974,12,-0.28,0.958333333,1974.958333
1975,1,-0.1,0.041666667,1975.041667
1975,2,-0.13,0.125,1975.125
1975,3,-0.18,0.208333333,1975.208333
1975,4,-0.27,0.291666667,1975.291667
1975,5,-0.34,0.375,1975.375
1975,6,-0.26,0.458333333,1975.458333
1975,7,-0.14,0.541666667,1975.541667
1975,8,-0.08,0.625,1975.625
1975,9,-0.25,0.708333333,1975.708333
1975,10,-0.28,0.791666667,1975.791667
1975,11,-0.19,0.875,1975.875
1975,12,-0.22,0.958333333,1975.958333
1976,1,-0.24,0.041666667,1976.041667
1976,2,-0.37,0.125,1976.125
1976,3,-0.38,0.208333333,1976.208333
1976,4,-0.3,0.291666667,1976.291667
1976,5,-0.43,0.375,1976.375
1976,6,-0.42,0.458333333,1976.458333
1976,7,-0.24,0.541666667,1976.541667
1976,8,-0.06,0.625,1976.625
1976,9,-0.18,0.708333333,1976.708333
1976,10,-0.17,0.791666667,1976.791667
1976,11,-0.34,0.875,1976.875
1976,12,-0.36,0.958333333,1976.958333
1977,1,-0.29,0.041666667,1977.041667
1977,2,-0.23,0.125,1977.125
1977,3,-0.06,0.208333333,1977.208333
1977,4,-0.08,0.291666667,1977.291667
1977,5,-0.13,0.375,1977.375
1977,6,-0.05,0.458333333,1977.458333
1977,7,-0.04,0.541666667,1977.541667
1977,8,-0.16,0.625,1977.625
1977,9,-0.17,0.708333333,1977.708333
1977,10,-0.12,0.791666667,1977.791667
1977,11,-0.04,0.875,1977.875
1977,12,-0.1,0.958333333,1977.958333
1978,1,-0.01,0.041666667,1978.041667
1978,2,-0.01,0.125,1978.125
1978,3,-0.04,0.208333333,1978.208333
1978,4,-0.05,0.291666667,1978.291667
1978,5,-0.15,0.375,1978.375
1978,6,-0.19,0.458333333,1978.458333
1978,7,-0.27,0.541666667,1978.541667
1978,8,-0.2,0.625,1978.625
1978,9,-0.12,0.708333333,1978.708333
1978,10,-0.07,0.791666667,1978.791667
1978,11,0.11,0.875,1978.875
1978,12,0.01,0.958333333,1978.958333
1979,1,-0.03,0.041666667,1979.041667
1979,2,-0.05,0.125,1979.125
1979,3,-0.15,0.208333333,1979.208333
1979,4,-0.07,0.291666667,1979.291667
1979,5,0.02,0.375,1979.375
1979,6,0.09,0.458333333,1979.458333
1979,7,-0.02,0.541666667,1979.541667
1979,8,-0.11,0.625,1979.625
1979,9,-0.03,0.708333333,1979.708333
1979,10,0.07,0.791666667,1979.791667
1979,11,0.1,0.875,1979.875
1979,12,0.14,0.958333333,1979.958333
1980,1,0.17,0.041666667,1980.041667
1980,2,0.12,0.125,1980.125
1980,3,0,0.208333333,1980.208333
1980,4,0.2,0.291666667,1980.291667
1980,5,0.32,0.375,1980.375
1980,6,0.16,0.458333333,1980.458333
1980,7,0.06,0.541666667,1980.541667
1980,8,0.01,0.625,1980.625
1980,9,0.03,0.708333333,1980.708333
1980,10,0.06,0.791666667,1980.791667
1980,11,-0.08,0.875,1980.875
1980,12,-0.1,0.958333333,1980.958333
1981,1,0.02,0.041666667,1981.041667
1981,2,0,0.125,1981.125
1981,3,0.18,0.208333333,1981.208333
1981,4,0.08,0.291666667,1981.291667
1981,5,0.11,0.375,1981.375
1981,6,0.11,0.458333333,1981.458333
1981,7,0.02,0.541666667,1981.541667
1981,8,-0.04,0.625,1981.625
1981,9,0.05,0.708333333,1981.708333
1981,10,-0.09,0.791666667,1981.791667
1981,11,0.09,0.875,1981.875
1981,12,0.24,0.958333333,1981.958333
1982,1,0.06,0.041666667,1982.041667
1982,2,0,0.125,1982.125
1982,3,0.09,0.208333333,1982.208333
1982,4,-0.05,0.291666667,1982.291667
1982,5,-0.09,0.375,1982.375
1982,6,-0.15,0.458333333,1982.458333
1982,7,-0.2,0.541666667,1982.541667
1982,8,-0.3,0.625,1982.625
1982,9,-0.22,0.708333333,1982.708333
1982,10,-0.23,0.791666667,1982.791667
1982,11,-0.26,0.875,1982.875
1982,12,-0.17,0.958333333,1982.958333
1983,1,-0.03,0.041666667,1983.041667
1983,2,0.1,0.125,1983.125
1983,3,0.24,0.208333333,1983.208333
1983,4,0.17,0.291666667,1983.291667
1983,5,0.05,0.375,1983.375
1983,6,0.05,0.458333333,1983.458333
1983,7,0.08,0.541666667,1983.541667
1983,8,0.03,0.625,1983.625
1983,9,-0.02,0.708333333,1983.708333
1983,10,0.03,0.791666667,1983.791667
1983,11,0.09,0.875,1983.875
1983,12,0.17,0.958333333,1983.958333
1984,1,0.09,0.041666667,1984.041667
1984,2,0.07,0.125,1984.125
1984,3,-0.04,0.208333333,1984.208333
1984,4,-0.04,0.291666667,1984.291667
1984,5,-0.03,0.375,1984.375
1984,6,-0.32,0.458333333,1984.458333
1984,7,-0.26,0.541666667,1984.541667
1984,8,-0.1,0.625,1984.625
1984,9,-0.1,0.708333333,1984.708333
1984,10,-0.19,0.791666667,1984.791667
1984,11,-0.25,0.875,1984.875
1984,12,-0.16,0.958333333,1984.958333
1985,1,-0.22,0.041666667,1985.041667
1985,2,-0.26,0.125,1985.125
1985,3,-0.24,0.208333333,1985.208333
1985,4,-0.33,0.291666667,1985.291667
1985,5,-0.29,0.375,1985.375
1985,6,-0.07,0.458333333,1985.458333
1985,7,-0.07,0.541666667,1985.541667
1985,8,-0.24,0.625,1985.625
1985,9,-0.19,0.708333333,1985.708333
1985,10,-0.13,0.791666667,1985.791667
1985,11,-0.16,0.875,1985.875
1985,12,-0.18,0.958333333,1985.958333
1986,1,-0.26,0.041666667,1986.041667
1986,2,-0.25,0.125,1986.125
1986,3,-0.29,0.208333333,1986.208333
1986,4,-0.31,0.291666667,1986.291667
1986,5,-0.19,0.375,1986.375
1986,6,-0.21,0.458333333,1986.458333
1986,7,-0.19,0.541666667,1986.541667
1986,8,-0.3,0.625,1986.625
1986,9,-0.28,0.708333333,1986.708333
1986,10,-0.23,0.791666667,1986.791667
1986,11,-0.26,0.875,1986.875
1986,12,-0.22,0.958333333,1986.958333
1987,1,-0.09,0.041666667,1987.041667
1987,2,-0.09,0.125,1987.125
1987,3,0.05,0.208333333,1987.208333
1987,4,0.16,0.291666667,1987.291667
1987,5,0.2,0.375,1987.375
1987,6,0.32,0.458333333,1987.458333
1987,7,0.42,0.541666667,1987.541667
1987,8,0.46,0.625,1987.625
1987,9,0.33,0.708333333,1987.708333
1987,10,0.19,0.791666667,1987.791667
1987,11,0.13,0.875,1987.875
1987,12,0.22,0.958333333,1987.958333
1988,1,0.05,0.041666667,1988.041667
1988,2,-0.01,0.125,1988.125
1988,3,0.07,0.208333333,1988.208333
1988,4,0.17,0.291666667,1988.291667
1988,5,0.23,0.375,1988.375
1988,6,0.29,0.458333333,1988.458333
1988,7,0.26,0.541666667,1988.541667
1988,8,0.09,0.625,1988.625
1988,9,-0.03,0.708333333,1988.708333
1988,10,-0.02,0.791666667,1988.791667
1988,11,0.06,0.875,1988.875
1988,12,-0.01,0.958333333,1988.958333
1989,1,0.01,0.041666667,1989.041667
1989,2,0.1,0.125,1989.125
1989,3,-0.07,0.208333333,1989.208333
1989,4,-0.16,0.291666667,1989.291667
1989,5,-0.01,0.375,1989.375
1989,6,0.26,0.458333333,1989.458333
1989,7,0.4,0.541666667,1989.541667
1989,8,0.3,0.625,1989.625
1989,9,0.09,0.708333333,1989.708333
1989,10,0.03,0.791666667,1989.791667
1989,11,0.04,0.875,1989.875
1989,12,0,0.958333333,1989.958333
1990,1,-0.08,0.041666667,1990.041667
1990,2,0.02,0.125,1990.125
1990,3,0.06,0.208333333,1990.208333
1990,4,0.1,0.291666667,1990.291667
1990,5,0.08,0.375,1990.375
1990,6,0.05,0.458333333,1990.458333
1990,7,0.05,0.541666667,1990.541667
1990,8,0.18,0.625,1990.625
1990,9,0.33,0.708333333,1990.708333
1990,10,0.33,0.791666667,1990.791667
1990,11,0.13,0.875,1990.875
1990,12,0.08,0.958333333,1990.958333
1991,1,0.01,0.041666667,1991.041667
1991,2,0.04,0.125,1991.125
1991,3,0.01,0.208333333,1991.208333
1991,4,-0.05,0.291666667,1991.291667
1991,5,-0.12,0.375,1991.375
1991,6,-0.06,0.458333333,1991.458333
1991,7,-0.09,0.541666667,1991.541667
1991,8,-0.02,0.625,1991.625
1991,9,0.06,0.708333333,1991.708333
1991,10,-0.13,0.791666667,1991.791667
1991,11,-0.14,0.875,1991.875
1991,12,-0.06,0.958333333,1991.958333
1992,1,-0.01,0.041666667,1992.041667
1992,2,0.04,0.125,1992.125
1992,3,0,0.208333333,1992.208333
1992,4,-0.08,0.291666667,1992.291667
1992,5,-0.18,0.375,1992.375
1992,6,-0.1,0.458333333,1992.458333
1992,7,-0.24,0.541666667,1992.541667
1992,8,-0.38,0.625,1992.625
1992,9,-0.33,0.708333333,1992.708333
1992,10,-0.26,0.791666667,1992.791667
1992,11,-0.28,0.875,1992.875
1992,12,-0.1,0.958333333,1992.958333
1993,1,0,0.041666667,1993.041667
1993,2,-0.04,0.125,1993.125
1993,3,-0.16,0.208333333,1993.208333
1993,4,-0.04,0.291666667,1993.291667
1993,5,-0.08,0.375,1993.375
1993,6,-0.19,0.458333333,1993.458333
1993,7,-0.32,0.541666667,1993.541667
1993,8,-0.14,0.625,1993.625
1993,9,-0.09,0.708333333,1993.708333
1993,10,-0.16,0.791666667,1993.791667
1993,11,-0.17,0.875,1993.875
1993,12,-0.15,0.958333333,1993.958333
1994,1,-0.2,0.041666667,1994.041667
1994,2,-0.22,0.125,1994.125
1994,3,-0.17,0.208333333,1994.208333
1994,4,-0.03,0.291666667,1994.291667
1994,5,-0.12,0.375,1994.375
1994,6,-0.13,0.458333333,1994.458333
1994,7,-0.17,0.541666667,1994.541667
1994,8,-0.22,0.625,1994.625
1994,9,-0.18,0.708333333,1994.708333
1994,10,0.04,0.791666667,1994.791667
1994,11,0.18,0.875,1994.875
1994,12,0.13,0.958333333,1994.958333
1995,1,0.19,0.041666667,1995.041667
1995,2,0.17,0.125,1995.125
1995,3,0.2,0.208333333,1995.208333
1995,4,0.27,0.291666667,1995.291667
1995,5,0.4,0.375,1995.375
1995,6,0.45,0.458333333,1995.458333
1995,7,0.45,0.541666667,1995.541667
1995,8,0.39,0.625,1995.625
1995,9,0.19,0.708333333,1995.708333
1995,10,0.28,0.791666667,1995.791667
1995,11,0.27,0.875,1995.875
1995,12,0.19,0.958333333,1995.958333
1996,1,0.13,0.041666667,1996.041667
1996,2,0.06,0.125,1996.125
1996,3,-0.04,0.208333333,1996.208333
1996,4,0.11,0.291666667,1996.291667
1996,5,0,0.375,1996.375
1996,6,-0.03,0.458333333,1996.458333
1996,7,-0.08,0.541666667,1996.541667
1996,8,0.09,0.625,1996.625
1996,9,0.1,0.708333333,1996.708333
1996,10,-0.03,0.791666667,1996.791667
1996,11,-0.04,0.875,1996.875
1996,12,-0.03,0.958333333,1996.958333
1997,1,0.13,0.041666667,1997.041667
1997,2,0.2,0.125,1997.125
1997,3,0.18,0.208333333,1997.208333
1997,4,0.12,0.291666667,1997.291667
1997,5,0.13,0.375,1997.375
1997,6,0.05,0.458333333,1997.458333
1997,7,0.18,0.541666667,1997.541667
1997,8,0.13,0.625,1997.625
1997,9,0.23,0.708333333,1997.708333
1997,10,0.36,0.791666667,1997.791667
1997,11,0.23,0.875,1997.875
1997,12,0.24,0.958333333,1997.958333
1998,1,0.3,0.041666667,1998.041667
1998,2,0.38,0.125,1998.125
1998,3,0.37,0.208333333,1998.208333
1998,4,0.36,0.291666667,1998.291667
1998,5,0.43,0.375,1998.375
1998,6,0.65,0.458333333,1998.458333
1998,7,0.57,0.541666667,1998.541667
1998,8,0.7,0.625,1998.625
1998,9,0.45,0.708333333,1998.708333
1998,10,0.48,0.791666667,1998.791667
1998,11,0.49,0.875,1998.875
1998,12,0.47,0.958333333,1998.958333
1999,1,0.23,0.041666667,1999.041667
1999,2,0.18,0.125,1999.125
1999,3,0.18,0.208333333,1999.208333
1999,4,0.29,0.291666667,1999.291667
1999,5,0.45,0.375,1999.375
1999,6,0.41,0.458333333,1999.458333
1999,7,0.37,0.541666667,1999.541667
1999,8,0.52,0.625,1999.625
1999,9,0.45,0.708333333,1999.708333
1999,10,0.25,0.791666667,1999.791667
1999,11,0.12,0.875,1999.875
1999,12,0.25,0.958333333,1999.958333
2000,1,0.11,0.041666667,2000.041667
2000,2,0.17,0.125,2000.125
2000,3,0.36,0.208333333,2000.208333
2000,4,0.25,0.291666667,2000.291667
2000,5,0.32,0.375,2000.375
2000,6,0.14,0.458333333,2000.458333
2000,7,0.2,0.541666667,2000.541667
2000,8,0.22,0.625,2000.625
2000,9,0.25,0.708333333,2000.708333
2000,10,0.2,0.791666667,2000.791667
2000,11,0.23,0.875,2000.875
2000,12,0.07,0.958333333,2000.958333
2001,1,0.08,0.041666667,2001.041667
2001,2,0.23,0.125,2001.125
2001,3,0.25,0.208333333,2001.208333
2001,4,0.15,0.291666667,2001.291667
2001,5,0.16,0.375,2001.375
2001,6,0.32,0.458333333,2001.458333
2001,7,0.3,0.541666667,2001.541667
2001,8,0.45,0.625,2001.625
2001,9,0.52,0.708333333,2001.708333
2001,10,0.47,0.791666667,2001.791667
2001,11,0.4,0.875,2001.875
2001,12,0.51,0.958333333,2001.958333
2002,1,0.58,0.041666667,2002.041667
2002,2,0.44,0.125,2002.125
2002,3,0.43,0.208333333,2002.208333
2002,4,0.3,0.291666667,2002.291667
2002,5,0.09,0.375,2002.375
2002,6,0.01,0.458333333,2002.458333
2002,7,-0.02,0.541666667,2002.541667
2002,8,0.22,0.625,2002.625
2002,9,0.26,0.708333333,2002.708333
2002,10,0.35,0.791666667,2002.791667
2002,11,0.31,0.875,2002.875
2002,12,0.21,0.958333333,2002.958333
2003,1,0.25,0.041666667,2003.041667
2003,2,0.19,0.125,2003.125
2003,3,0.31,0.208333333,2003.208333
2003,4,0.22,0.291666667,2003.291667
2003,5,0.27,0.375,2003.375
2003,6,0.26,0.458333333,2003.458333
2003,7,0.42,0.541666667,2003.541667
2003,8,0.62,0.625,2003.625
2003,9,0.66,0.708333333,2003.708333
2003,10,0.79,0.791666667,2003.791667
2003,11,0.51,0.875,2003.875
2003,12,0.53,0.958333333,2003.958333
2004,1,0.51,0.041666667,2004.041667
2004,2,0.46,0.125,2004.125
2004,3,0.39,0.208333333,2004.208333
2004,4,0.36,0.291666667,2004.291667
2004,5,0.17,0.375,2004.375
2004,6,0.3,0.458333333,2004.458333
2004,7,0.37,0.541666667,2004.541667
2004,8,0.46,0.625,2004.625
2004,9,0.44,0.708333333,2004.708333
2004,10,0.56,0.791666667,2004.791667
2004,11,0.52,0.875,2004.875
2004,12,0.51,0.958333333,2004.958333
2005,1,0.48,0.041666667,2005.041667
2005,2,0.31,0.125,2005.125
2005,3,0.47,0.208333333,2005.208333
2005,4,0.61,0.291666667,2005.291667
2005,5,0.54,0.375,2005.375
2005,6,0.59,0.458333333,2005.458333
2005,7,0.74,0.541666667,2005.541667
2005,8,0.74,0.625,2005.625
2005,9,0.73,0.708333333,2005.708333
2005,10,0.63,0.791666667,2005.791667
2005,11,0.52,0.875,2005.875
2005,12,0.51,0.958333333,2005.958333
2006,1,0.48,0.041666667,2006.041667
2006,2,0.35,0.125,2006.125
2006,3,0.27,0.208333333,2006.208333
2006,4,0.46,0.291666667,2006.291667
2006,5,0.52,0.375,2006.375
2006,6,0.59,0.458333333,2006.458333
2006,7,0.63,0.541666667,2006.541667
2006,8,0.69,0.625,2006.625
2006,9,0.63,0.708333333,2006.708333
2006,10,0.67,0.791666667,2006.791667
2006,11,0.66,0.875,2006.875
2006,12,0.5,0.958333333,2006.958333
2007,1,0.6,0.041666667,2007.041667
2007,2,0.52,0.125,2007.125
2007,3,0.42,0.208333333,2007.208333
2007,4,0.39,0.291666667,2007.291667
2007,5,0.35,0.375,2007.375
2007,6,0.28,0.458333333,2007.458333
2007,7,0.26,0.541666667,2007.541667
2007,8,0.19,0.625,2007.625
2007,9,0.39,0.708333333,2007.708333
2007,10,0.56,0.791666667,2007.791667
2007,11,0.54,0.875,2007.875
2007,12,0.45,0.958333333,2007.958333
2008,1,0.43,0.041666667,2008.041667
2008,2,0.52,0.125,2008.125
2008,3,0.49,0.208333333,2008.208333
2008,4,0.3,0.291666667,2008.291667
2008,5,0.44,0.375,2008.375
2008,6,0.59,0.458333333,2008.458333
2008,7,0.51,0.541666667,2008.541667
2008,8,0.49,0.625,2008.625
2008,9,0.48,0.708333333,2008.708333
2008,10,0.5,0.791666667,2008.791667
2008,11,0.4,0.875,2008.875
2008,12,0.33,0.958333333,2008.958333
2009,1,0.24,0.041666667,2009.041667
2009,2,0,0.125,2009.125
2009,3,0.03,0.208333333,2009.208333
2009,4,0.09,0.291666667,2009.291667
2009,5,0.11,0.375,2009.375
2009,6,0.36,0.458333333,2009.458333
2009,7,0.46,0.541666667,2009.541667
2009,8,0.4,0.625,2009.625
2009,9,0.36,0.708333333,2009.708333
2009,10,0.56,0.791666667,2009.791667
2009,11,0.46,0.875,2009.875
2009,12,0.49,0.958333333,2009.958333
2010,1,0.39,0.041666667,2010.041667
2010,2,0.43,0.125,2010.125
2010,3,0.52,0.208333333,2010.208333
2010,4,0.7,0.291666667,2010.291667
2010,5,0.75,0.375,2010.375
2010,6,0.88,0.458333333,2010.458333
2010,7,0.83,0.541666667,2010.541667
2010,8,0.91,0.625,2010.625
2010,9,0.67,0.708333333,2010.708333
2010,10,0.6,0.791666667,2010.791667
2010,11,0.63,0.875,2010.875
2010,12,0.43,0.958333333,2010.958333
2011,1,0.42,0.041666667,2011.041667
2011,2,0.36,0.125,2011.125
2011,3,0.3,0.208333333,2011.208333
2011,4,0.4,0.291666667,2011.291667
2011,5,0.41,0.375,2011.375
2011,6,0.5,0.458333333,2011.458333
2011,7,0.38,0.541666667,2011.541667
2011,8,0.44,0.625,2011.625
2011,9,0.43,0.708333333,2011.708333
2011,10,0.49,0.791666667,2011.791667
2011,11,0.33,0.875,2011.875
2011,12,0.33,0.958333333,2011.958333
2012,1,0.38,0.041666667,2012.041667
2012,2,0.34,0.125,2012.125
2012,3,0.37,0.208333333,2012.208333
2012,4,0.41,0.291666667,2012.291667
2012,5,0.47,0.375,2012.375
2012,6,0.58,0.458333333,2012.458333
2012,7,0.64,0.541666667,2012.541667
2012,8,0.74,0.625,2012.625
2012,9,0.81,0.708333333,2012.708333
2012,10,0.76,0.791666667,2012.791667
2012,11,0.56,0.875,2012.875
2012,12,0.55,0.958333333,2012.958333
2013,1,0.54,0.041666667,2013.041667
2013,2,0.44,0.125,2013.125
2013,3,0.44,0.208333333,2013.208333
2013,4,0.37,0.291666667,2013.291667
2013,5,0.37,0.375,2013.375
2013,6,0.33,0.458333333,2013.458333
2013,7,0.53,0.541666667,2013.541667
2013,8,0.5,0.625,2013.625
2013,9,0.61,0.708333333,2013.708333
2013,10,0.78,0.791666667,2013.791667
2013,11,0.57,0.875,2013.875
2013,12,0.4,0.958333333,2013.958333
2014,1,0.33,0.041666667,2014.041667
2014,2,0.27,0.125,2014.125
2014,3,0.2,0.208333333,2014.208333
2014,4,0.2,0.291666667,2014.291667
2014,5,0.2,0.375,2014.375
2014,6,0.29,0.458333333,2014.458333
2014,7,0.48,0.541666667,2014.541667
2014,8,0.59,0.625,2014.625
2014,9,0.6,0.708333333,2014.708333
2014,10,0.72,0.791666667,2014.791667
2014,11,0.5,0.875,2014.875
2014,12,0.49,0.958333333,2014.958333
2015,1,0.41,0.041666667,2015.041667
2015,2,0.31,0.125,2015.125
2015,3,0.26,0.208333333,2015.208333
2015,4,0.29,0.291666667,2015.291667
2015,5,0.41,0.375,2015.375
2015,6,0.4,0.458333333,2015.458333
2015,7,0.39,0.541666667,2015.541667
2015,8,0.48,0.625,2015.625
2015,9,0.71,0.708333333,2015.708333
2015,10,0.72,0.791666667,2015.791667
2015,11,0.63,0.875,2015.875
2015,12,0.6,0.958333333,2015.958333
2016,1,0.72,0.041666667,2016.041667
2016,2,0.64,0.125,2016.125
2016,3,0.61,0.208333333,2016.208333
2016,4,0.53,0.291666667,2016.291667
2016,5,0.63,0.375,2016.375
2016,6,0.65,0.458333333,2016.458333
2016,7,0.68,0.541666667,2016.541667
2016,8,0.78,0.625,2016.625
2016,9,0.78,0.708333333,2016.708333
2016,10,0.77,0.791666667,2016.791667
2016,11,0.76,0.875,2016.875
2016,12,0.72,0.958333333,2016.958333
2017,1,0.74,0.041666667,2017.041667
2017,2,0.69,0.125,2017.125
2017,3,0.57,0.208333333,2017.208333
2017,4,0.69,0.291666667,2017.291667
2017,5,0.62,0.375,2017.375
2017,6,0.67,0.458333333,2017.458333
2017,7,0.75,0.541666667,2017.541667
2017,8,0.75,0.625,2017.625
2017,9,0.77,0.708333333,2017.708333
2017,10,0.88,0.791666667,2017.791667
2017,11,0.91,0.875,2017.875
2017,12,0.88,0.958333333,2017.958333
2018,1,0.68,0.041666667,2018.041667
2018,2,0.49,0.125,2018.125
